contact_id,id_profil,id_conseiller,date_contact,csat,nps,nom_departement,nom_region,du_societe_label,canal,offer_label,commentaire,nps_num,csat_num,dominant_topic,topic_probability
49169550,25642943,0.0,2025-10-15,1,4,\N,\N,\N,,11: Freebox Révolution avec TV by CANAL | 39.99€,"Premier RDV pas pris en compte et décalé  
Second RDV technicien en retard  
3 h de perdues sur mon temps de travail  
Tous les déchets restés chez moi  
Pour l’instant aucune différence avec ou sans fibre",4.0,1,7,0.7506803516336549
49169438,39130538,0.0,2025-10-15,3,5,\N,\N,\N,,09: Freebox Révolution Light | 29.99€,J'ai demandé un dédommagement suite à une panne sur mon réseau internet pendant 4 jours. Dans l'attente d'une réponse,5.0,3,2,0.4646422730724569
49167880,14078629,0.0,2025-10-15,1,0,\N,\N,\N,,24: Freebox Pop | 39.99€,N'as pas résolu mon problème,0.0,1,2,0.7083191244413463
49167571,45966471,0.0,2025-10-15,2,5,\N,\N,\N,,24: Freebox Pop | 39.99€,"Merci à la dernière intervenante qui a pu débloquer la situation  
Mais il n'est pas concevable que personne ne soit revenu vers nous à la fin de l'intervention de maintenance alors que nous avions signalé un défaut sur notre ligne (qui s'avère être une fibre cassée dans une chambre de tirage à 150 m de notre maison).  
Les 2 événements étant concomitants, heureusement que l'on a rappelé Free Proxy, sinon combien de temps aurait duré l'histoire.  
Merci donc à votre collègue.  
La note qui suit correspond à notre sentiment global et non sur l'efficacité de Free Proxy (10/10)",5.0,2,0,0.46614979477341195
49167234,40903502,0.0,2025-10-15,1,0,\N,\N,\N,,26: Freebox Delta avec Player TV Free 4K | 49.99€,Service très léger,0.0,1,0,0.125
49166191,64600440,0.0,2025-10-15,3,5,\N,\N,\N,,31: Freebox Ultra avec Player TV Free 4K | 59.99€,Technicien sympa mais un peu trop à l'aise,5.0,3,7,0.5181539830526963
49166130,99883946,0.0,2025-10-15,1,3,\N,\N,\N,,24: Freebox Pop | 39.99€,Malgré plusieurs contacts problème récurrent pas de solution,3.0,1,2,0.44611260562814276
49165901,67875462,0.0,2025-10-15,1,0,\N,\N,\N,,11: Freebox Révolution avec TV by CANAL | 39.99€,"Avec Free, il est impossible de partir en voyage dans un pays lointain ! Nos mails Free bloqués car on se connecte depuis le wifi des hôtels donc des IP variables et en plus la carte SIM de mon mari a sauté ce matin. Donc c’est la cata...",0.0,1,4,0.5676488799451861
49165785,60097180,0.0,2025-10-15,3,5,\N,\N,\N,,24: Freebox Pop | 39.99€,"La seule remarque que je vous reproche, c'est d'avoir mis pratiquement un mois à résoudre mon problème.",5.0,3,2,0.5899591286285227
49165430,92179463,0.0,2025-10-15,1,3,\N,\N,\N,,41: Freebox Ultra Essentiel avec Player TV Free 4K | 49.99€,Un problème est survenu. Bonne réactivité pour le 1er Rdv mai pb non réglé ? S'en est suivi de multiples échanges et deux autres Rdv nécessaires pour résoudre le pb initial. => votre process n'a pas fonctionné + manque de communication entre vos services,3.0,1,2,0.7372819348876694
49165140,49251864,0.0,2025-10-15,1,2,\N,\N,\N,,31: Freebox Ultra avec Player TV Free 4K | 59.99€,"Ma connexion internet est actuellement intégralement coupée.  
Le matériel que j'avais commandé n'a jamais été livré, et j'ai dû l'acheter moi-même. Je comprends qu'un colis puisse se perdre et que vos équipes soient limitées dans leurs actions, mais au vu des années passées ensemble, j'aurais apprécié un geste commercial.  

J'avais également planifié un appel avec vos services, mais personne ne m'a contacté ? J'avais pourtant bloqué toute une matinée pour cela.  
Le conseiller que j'ai eu m'a indiqué que tout était réparé, sans m'expliquer la nature de l'incident, alors que je n'ai toujours aucune connexion.  

Cette coupure totale m'empêche de travailler : je dois télécharger d'importants volumes de données pour mon activité, ce qui est impossible via le partage de connexion 5G de mon téléphone.  

Je vous remercie par avance pour une résolution rapide de ce problème et reste dans l'attente d'un retour concret, ainsi que d'une compensation appropriée.",2.0,1,0,0.357538351712972
49165095,24110442,0.0,2025-10-15,1,3,\N,\N,\N,,31: Freebox Ultra avec Player TV Free 4K | 59.99€,Pas de traitement de ma demande puisque pas de prise en charge avant que la situation revienne miraculeusement à la normale,3.0,1,5,0.6037247642525341
49164039,93525765,0.0,2025-10-15,2,5,\N,\N,\N,,01: Freebox | 29.99€,Ma box TV marque toujours RÉSEAU,5.0,2,2,0.7077437313195252
49115505,93091454,0.0,2025-10-14,1,1,\N,\N,\N,,11: Freebox Révolution avec TV by CANAL | 39.99€,"Je vais mettre un terme à ce ""dialogue de sourd"" avec Laurent, prétendument conseiller d'une ""proximité"" manifestement seulement de façade chez Free. Il était inutile - qui plus est à l'heure du repas - de me rappeler pour me répéter ce qui m'a déjà été écrit dans votre mail pré-formaté. Votre appel ne m'a absolument rien apporté d'autre que votre impertinence de me proposer de me mettre en relation avec votre service résiliation.  
Être privé de service pendant 12 jours, se faire fixer un rendez-vous finalement annulé moins de 24 h avant et donc perdre une journée de travail, pour s'entendre proposer d'être orienté vers le service résiliation : bravo Laurent pour votre sens commercial et la considération vis-à-vis des clients Free (une vingtaine d'années de fidélité en ce qui me concerne...).  
Pour ces motifs, je réitère donc ma demande de remboursement total de ma facture d'octobre 2025 d'un montant de 39,99 € que je vous demande de transférer au service client au nom de Julien Moreau, contrat n°FR78945612, adresse de facturation : [NUMERO] Avenue des Champs, 60623 Paris.",1.0,1,0,0.32751261114971364
49115516,61152314,0.0,2025-10-14,1,0,\N,\N,\N,,11: Freebox Révolution avec TV by CANAL | 39.99€,"Chaque fois qu'un technicien indépendant intervient dans notre immeuble pour brancher un foyer à la fibre, c'est plusieurs foyers qui se retrouvent débranchés. S'ensuit une cascade de rendez-vous et un jeu de chaises musicales de la fibre, l'armoire est laissée dans un état déplorable et ressemble à un plat de spaghetti. Ces contractuels étant rémunérés pour un raccordement et n'ayant aucune pénalité s'ils débranchent d'autres foyers ou s'ils endommagent les infrastructures (nous avons maintenant des câbles qui pendouillent partout dans la cage d'escalier), ils n'ont aucune raison de faire leur travail correctement. Vite fait mal fait, ils sont payés pareil. C'est inadmissible à l'ère du télétravail, cela met maintenant des emplois et des revenus en danger. Le syndic et la régie ont été prévenus, et les signalements ont été faits à l'ARCEP.",0.0,1,7,0.4342292250819606
49115342,35396700,0.0,2025-10-14,1,0,\N,\N,\N,,31: Freebox Ultra avec Player TV Free 4K | 59.99€,Il faudrait s'occuper de vos clients pour ne pas qu'ils aillent chez vos concurrents qui eux s'intéressent à leurs clients. Donc j'y retourne,0.0,1,1,0.4186122478740495
49115187,75982500,0.0,2025-10-14,3,6,\N,\N,\N,,08: Freebox Révolution | 29.99€,Je déplore le manque d'informations sur la cause exacte du problème,6.0,3,7,0.622406225702949
49115010,59395853,0.0,2025-10-14,2,5,\N,\N,\N,,10: Freebox mini 4K | 29.99€,"Bonjour, délai de réponse trop long, demande initiale 09h57 .... réponse 16h01 !!!",5.0,2,0,0.5311996889959708
49114907,54441076,0.0,2025-10-14,1,0,\N,\N,\N,,09: Freebox Révolution Light | 29.99€,"Free n'est pas à la hauteur des demandes de ses clients par rapport aux dates de prélèvement, aucun respect du client, les conseillers qui proposent les abonnements ne sont que des menteurs, escrocs.",0.0,1,3,0.5133542389663461
49114741,95356864,0.0,2025-10-14,3,5,\N,\N,\N,,26: Freebox Delta avec Player TV Free 4K | 49.99€,"Non respect du créneau horaire pour l'intervention du technicien ; prévu aujourd'hui entre 12 h et 14 h, l'intervention s'est faite finalement à distance alors qu'il fallait que je sois présent, donc je ne suis pas satisfait",5.0,3,5,0.5321348664691936
49114573,33702573,0.0,2025-10-14,3,5,\N,\N,\N,,09: Freebox Révolution Light | 29.99€,"Il a fallu plusieurs rdv pour que le problème soit réglé, les conseillers ne sont pas responsables de la qualité du réseau.",5.0,3,2,0.7969002714514268
49114325,88001439,0.0,2025-10-14,2,0,\N,\N,\N,,29: Freebox Pop S | 29.99€,"Suite à plusieurs appels de notre part pour un problème de fibre mal posé et un câble de 20 mètres de long qui traîne devant le compteur électrique, après avoir envoyé plusieurs photos de l'installation, on nous a dit qu’une personne allait venir réparer cela, mais aucune personne n’est venue ni aucun nouveau message de Free.  
Vous pouvez me contacter au 06 80 98 10 60 pour plus d’informations. Merci.  
Cordialement,  
M. Marie Thomas  
mail : contact.exemple@example.com",0.0,2,0,0.45531908593679626
49114174,90378352,0.0,2025-10-14,1,5,\N,\N,\N,,31: Freebox Ultra avec Player TV Free 4K | 59.99€,"Me dire de faire autrement si je n'arrive pas à paramétrer Outlook n'est pas acceptable.  
J'attends une solution pas un contournement que je connais déjà.",5.0,1,6,0.6904786292424476
49114104,45024230,0.0,2025-10-14,1,2,\N,\N,\N,,26: Freebox Delta avec Player TV Free 4K | 49.99€,"Je suis très déçu de l'approche ""commerciale"" établie après plus de 3 mois d'interruption de service. Je demande simplement que me soit remboursé mon dû.",2.0,1,1,0.4810516186547259
49113926,25050486,0.0,2025-10-14,3,4,\N,\N,\N,,14: Freebox Révolution avec TV by CANAL | 44.99€,"Bonjour, j'ai toujours le même problème ? Je débranche tout les matins pour faire marcher votre appareil ? J'ai téléphoné plusieurs fois sans réponse. Je ne parviens pas à faire fonctionner la machine. Merci beaucoup de votre attention, les plus distinguées.",4.0,3,3,0.7228262271185816
49113797,17026354,0.0,2025-10-14,3,6,\N,\N,\N,,09: Freebox Révolution Light | 29.99€,3 mois pour connecter la fibre...,6.0,3,7,0.37497776450624803
49113786,97923753,0.0,2025-10-14,1,0,\N,\N,\N,,13: Freebox mini 4K (NEW) | 34.99€,Aucun effort sachant que nous sommes client depuis 2021,0.0,1,3,0.7811179792086531
49113702,97352882,0.0,2025-10-14,1,0,\N,\N,\N,,24: Freebox Pop | 39.99€,"Changement de stratégie permanent de la part de Free ; absence de communication entre le service technique et le service client qui m'ont valu d'être baladée pendant presque un mois avec une annonce d'écrasement de ma ligne pas de mon fait mais une absence de prise en compte de ma réponse (pourtant rapide), une annonce de nécessité d'intervention d'un technicien, des coupures de ligne, une prise de RV dans un délai de 10 jours, une annulation de ce RV sans explication ni du service technique ni du service client qui n'était pas au courant etc. Pas du tout satisfaisant.",0.0,1,7,0.3238880195646709
49113402,53644566,0.0,2025-10-14,1,0,\N,\N,\N,,09: Freebox Révolution Light | 29.99€,Problème non résolu. Je n'ai pas voulu m'abonner à Netflix et je ne veux toujours pas être abonnée. Je n'ai jamais utilisé le service et ne veux pas le payer.,0.0,1,1,0.7031442852263863
49113450,90274249,0.0,2025-10-14,1,0,\N,\N,\N,,08: Freebox Révolution | 29.99€,Le Monsieur Sophie Leroy j’ai eu au téléphone n’est pas fait pour garder vos clients de longue date.,0.0,1,7,0.46553778608961516
49113324,47180613,0.0,2025-10-14,3,5,\N,\N,\N,,10: Freebox mini 4K | 29.99€,Dommage qu'il n'y ait pas un service commercial chez Free,5.0,3,1,0.5217222711996493
49112986,97568560,0.0,2025-10-14,2,2,\N,\N,\N,,24: Freebox Pop | 39.99€,"Vous pouvez faire un geste commercial, ça fait deux jours que je suis embêté chez vous. Merci. Bonne journée, j'espère que j'aurai une réponse de votre part.",2.0,2,2,0.43987769304346985
49112988,26608658,0.0,2025-10-14,3,3,\N,\N,\N,,08: Freebox Révolution | 29.99€,"Considérant qu'il y a eu une démarche commerciale abusive et agressive concernant Madame Sophie Martin, à Montpellier 74192, personne âgée de 73 ans atteinte de dyslexie et dyspraxie, et fortement handicapée en raison d’une agénésie, nous trouvons inadmissible qu'elle doive régler la somme de 59€ pour se dégager d'un contrat qu'elle conteste et une installation non livrée. Malgré le fait qu'elle souhaite quand même souscrire un contrat d'internet et même un abonnement de téléphone portable à un coût moindre de ce qu'on lui a proposé, nous attendons de votre part un geste commercial très fort !",3.0,3,1,0.5153839582389351
49112288,41179857,0.0,2025-10-14,1,0,\N,\N,\N,,26: Freebox Delta avec Player TV Free 4K | 49.99€,"Aucune solution ne m'a été proposée hormis d'attendre d'être contacté par un technicien avec des délais de 2 semaines d'attente.  
Aucun geste commercial, aucune alternative ne m'a été proposée.  
En bref, c'est un appel inutile sans aucune valeur ajoutée.  
Service inutile.",0.0,1,2,0.41975571038202075
49112207,22640684,0.0,2025-10-14,3,6,\N,\N,\N,,11: Freebox Révolution avec TV by CANAL | 39.99€,Manque de précision pour la prise en charge de ma demande pour le branchement de la fibre,6.0,3,5,0.8905092869954181
49112112,11233918,0.0,2025-10-14,1,0,\N,\N,\N,,,"Bonjour, j'étais chez vous depuis 14 ans, j'ai subi un total manque de considération face à ma demande d'installation de la fibre. C'est pour cela que je suis parti(e) de chez vous, et comme par hasard, en moins d'une semaine, j'ai obtenu la fibre, alors que vous ne m'aviez même pas proposé de créneau en plus d'un mois d'attente.  
Cordialement,  
Mme Sophie Martin",0.0,1,7,0.5103690700735132
49111821,97419559,0.0,2025-10-14,1,0,\N,\N,\N,,11: Freebox Révolution avec TV by CANAL | 39.99€,"Cela fait plus d'un an que j'attends d'avoir la fibre ! Après 3 visites de ""techniciens"", sous-traitants ou Free, toujours pas de fibre !!! Combien de temps cela va prendre ?",0.0,1,7,0.6108011947593848
49111848,78502187,0.0,2025-10-14,2,4,\N,\N,\N,,24: Freebox Pop | 39.99€,"Le technicien est arrivé avec un retard de 2h. Au final, il a dépanné le souci à moitié. En effet, le câble fibre optique [HS] a été remplacé par un autre [trop court] de 3 mètres. De ce fait, je n'avais pas pu connecter mon téléphone fixe à la box car elle était trop éloignée. Le technicien m'a ensuite conseillé d'acheter un câble [fibre optique] plus longue pour résoudre le problème...",4.0,2,7,0.5034486676684226
49111805,82857913,0.0,2025-10-14,3,3,\N,\N,\N,,01: Freebox | 29.99€,"Ne pouvant pas accéder à votre application, vous êtes complètement injoignables.",3.0,3,5,0.6249591392100771
49111670,35850731,0.0,2025-10-14,1,0,\N,\N,\N,,14: Freebox Révolution avec TV by CANAL | 44.99€,Je paye 70€ téléphone + box contrairement à ma collègue à qui vous avez fait un prix ! Qui est également chez Free avec la même box que moi ! Vous m'avez envoyé en service de résiliation comme si ça vous embêtait de me faire un prix comme à ma collègue !,0.0,1,4,0.7345622253756916
49111683,38454905,0.0,2025-10-14,1,5,\N,\N,\N,,11: Freebox Révolution avec TV by CANAL | 39.99€,"Je ne peux pas accepter de m'entendre dire qu'il faut être patient quand le débit internet en upload est lent, car c'est un problème de fiabilité de la ligne.  
Cette fiabilité est un service que je paye.  
Ce service est doublement pas atteint, car je n'ai toujours pas la fibre. Et c'est désagréable d'avoir comme réponse que je ne paierai pas plus cher car je l'aurais.",5.0,1,0,0.332810074554014
49111629,40155940,0.0,2025-10-14,1,0,\N,\N,\N,,10: Freebox mini 4K | 29.99€,"J'ai envoyé tous les documents nécessaires pour une résiliation de la box de mes parents suite à leur entrée en ephad, et on me répond, oui, mais il faudrait que vous m'envoyez l'acte de décès de vos parents.......sans commentaires....",0.0,1,6,0.7312617584823946
49111664,41182841,0.0,2025-10-14,1,1,\N,\N,\N,,26: Freebox Delta avec Player TV Free 4K | 49.99€,"J'ai eu 5 ou 6 réponses, aucune n'était correcte.",1.0,1,0,0.7809866966294542
49111570,15082844,0.0,2025-10-14,1,1,\N,\N,\N,,24: Freebox Pop | 39.99€,Je n'ai pas eu d'appel du moins je n'ai parlé avec aucun conseiller!!,1.0,1,4,0.7082275260863973
49111428,30000623,0.0,2025-10-14,1,0,\N,\N,\N,,25: Freebox Pop avec TV by CANAL | 44.99€,"Je pense que Free a des gros soucis, c'est des esprits de premier classe. Pour un soi-disant changement de mode de paiement, je dois payer 400 € de caution.",0.0,1,4,0.48134276346488597
49111311,33205035,0.0,2025-10-14,1,2,\N,\N,\N,,26: Freebox Delta avec Player TV Free 4K | 49.99€,"J'aimerai bien avoir un conseil lorsque je téléphone, et non la mise de votre disque et de couper.",2.0,1,5,0.8539845146386672
49110947,56311339,0.0,2025-10-14,3,6,\N,\N,\N,,11: Freebox Révolution avec TV by CANAL | 39.99€,"Deux insatisfactions, d'abord le délai d'intervention, ensuite l'heure d'arrivée du technicien en avance sur le créneau annoncé.",6.0,3,7,0.9124669792363077
49110950,82792957,0.0,2025-10-14,1,0,\N,\N,\N,,31: Freebox Ultra avec Player TV Free 4K | 59.99€,Dommage pour une offre perdre autant de contrats,0.0,1,1,0.8541276729698258
49110914,12630417,0.0,2025-10-14,1,0,\N,\N,\N,,11: Freebox Révolution avec TV by CANAL | 39.99€,"Ça fait des mois que le souci persiste. Les différents techniciens qui passent sont tous unanimes, Free doit refaire le tableau général dans la cave sinon les problèmes vont continuer!",0.0,1,2,0.5910188134308619
49110927,79238948,0.0,2025-10-14,1,0,\N,\N,\N,,24: Freebox Pop | 39.99€,Je vais chez votre concurrent,0.0,1,1,0.5623494126262621
49110834,93615336,0.0,2025-10-14,1,4,\N,\N,\N,,,"Je voulais changer mon forfait  
Je n'ai pas pu joindre personne directement  
Je n'ai jamais été rappelée  
Donc j'ai changé d'opérateur",4.0,1,4,0.7116835765052266
49110600,65573567,0.0,2025-10-14,1,3,\N,\N,\N,,09: Freebox Révolution Light | 29.99€,"Pas ou peu de réseau téléphonique dans mon appart, même en activant le Wifi. Trop aléatoire.",3.0,1,2,0.5748063004105789
49110551,37267519,0.0,2025-10-14,2,2,\N,\N,\N,,10: Freebox mini 4K | 29.99€,"Cette Installation de la fibre m'a fortement déçu en temps et en argent perdus : 80€ de raccordement pour 5 m de la trappe extérieure et en goulottes intérieures, 3 semaines de perdues en messages sans internet ni TV ni WiFi, et en plus 20€ de forfait pour une semaine mobile passé subitement de la wifi à la 4G ! Ça fait beaucoup pour finalement aucun avantage par rapport à mon ancienne installation !!!",2.0,2,5,0.4079293636309604
49110562,42781078,0.0,2025-10-14,3,5,\N,\N,\N,,10: Freebox mini 4K | 29.99€,"Le service de proximité a été à l’écoute, par contre les services techniques ont fait ce qu’ils ont pu... plus de 9 mois d’attente pour avoir les autorisations de la mairie associées à la disponibilité de la nacelle.",5.0,3,5,0.8749067264239326
49110305,21568449,0.0,2025-10-14,1,0,\N,\N,\N,,24: Freebox Pop | 39.99€,"Je n'arrive pas à voir la caméra pour l'interprète sourds et malentendants, et je ne sais pas quoi faire.",0.0,1,4,0.5311167977373843
49109998,43181329,0.0,2025-10-14,1,0,\N,\N,\N,,27: Freebox Delta avec Apple TV 4K | 49.99€,"Après 3 interventions, un mois sans internet ni télé, j'ai récupéré internet pendant... 2 jours ! 2 JOURS !! Cela ne marche déjà plus. Je n'en peux plus de vos services, j'ai l'impression que vous vous moquez de moi. Je vais partir ailleurs car sincèrement j'ai aucune confiance en vous, vos services et vos interventions de techniciens bras cassés qui ne savent rien faire.",0.0,1,4,0.5326604676818428
49099372,46655667,135088.0,2025-10-14,1,4,\N,\N,\N,,31: Freebox Ultra avec Player TV Free 4K | 59.99€,La personne ne m'a pas tout dit et cela ne correspond pas à mes attentes donc ça m'intéresse pas,4.0,1,5,0.37493318002726933
49142147,14595310,135088.0,2025-10-14,1,4,\N,\N,\N,,24: Freebox Pop | 39.99€,"Je ne comprends pas mon activation est suspendue à cause d'une anomalie mais je ne suis même pas informé et j'ai pas plus d'information depuis le 14/10, nous sommes le 16.",4.0,1,0,0.8905099282579609
49141721,89423383,135088.0,2025-10-14,3,5,\N,\N,\N,,31: Freebox Ultra avec Player TV Free 4K | 59.99€,Quelques pages marquées indisponibles avec Chrome,5.0,3,4,0.5621115284724049
49141651,57150937,135088.0,2025-10-14,3,6,\N,\N,\N,,28: Série Spéciale Freebox Pop S | 23.99€,Interface complexe pour avoir la box et l'offre mobile n'est pas été prise en compte malheureusement,6.0,3,1,0.5705039654436496
49141674,67253927,135088.0,2025-10-14,1,3,\N,\N,\N,,09: Freebox Révolution Light | 29.99€,"Je n'arrive pas à accéder à mon compte, on me demande des choses que je n'ai pas. Je n'ai pas de numéro de téléphone fixe",3.0,1,3,0.525482751727683
49136579,58434267,135088.0,2025-10-14,3,0,\N,\N,\N,,28: Série Spéciale Freebox Pop S | 23.99€,"C'est clairement voulu, on appelle ça du dark pattern, mais vos informations concernant la possibilité de frais d'activation remboursables dans une petite bulle avec un hover, mais ça pue du cul.  
et je ne vous parle même pas des possibilités de remboursement de frais de résiliation d'un autre opérateur où là, en plus de la petite bulle avec le hover qui pue, il faut aller chercher l'information dans une autre page et c'est pas du tout clair.  
encore une fois, c'est à chier et c'est fait clairement pour ralentir ou perdre le client dans ces demandes",0.0,3,3,0.42628025028927385
49077382,77863870,135088.0,2025-10-14,3,6,\N,\N,\N,,28: Série Spéciale Freebox Pop S | 23.99€,J'aurai aimé avoir la vision des dates d'intervention possible avant de m'engager ou de m'assurer d'une date au plus tard car je suis pressé pour avoir la fibre et pas forcément chez moi,6.0,3,7,0.655462113972964
49071951,95723244,135088.0,2025-10-14,1,2,\N,\N,\N,,28: Série Spéciale Freebox Pop S | 23.99€,j'ai eu le service client extrêmement désagréable je suis déjà cliente chez vous et très déçue par cette démarche...,2.0,1,6,0.8748589549967388
49070615,18113129,135088.0,2025-10-14,1,0,\N,\N,\N,,09: Freebox Révolution Light | 29.99€,pue la merde votre site et vos services clients,0.0,1,4,0.6039029324488914
49132231,13121845,165960.0,2025-10-14,1,0,\N,\N,VIPP Interstis,TELEPHONIQUE,26: Freebox Delta avec Player TV Free 4K | 49.99€,Aucune souplesse aucune volonté de garder un client,0.0,1,1,0.708217159388807
49072930,66267391,167118.0,2025-10-14,1,0,Corse-du-Sud,Corse,Total-Call,TELEPHONIQUE,19: Freebox One | 39.99€,"J’ai demandé de changer de forfait pour ma box, quelqu’un devait me rappeler pour mettre cela en place, et j’attends toujours.  
Pas sérieux du tout.",0.0,1,2,0.5117438643782907
49078812,33937843,167121.0,2025-10-14,1,0,Corse-du-Sud,Corse,Total-Call,TELEPHONIQUE,09: Freebox Révolution Light | 29.99€,"Je suis actuellement déçu de Free, je suis en télétravail et depuis un mois et plus, je n’ai pas de connexion, ni internet ni téléphone.",0.0,1,4,0.8748462480094341
49105146,91343794,167137.0,2025-10-14,1,4,Gironde,Nouvelle-Aquitaine,Equaline,TELEPHONIQUE,41: Freebox Ultra Essentiel avec Player TV Free 4K | 49.99€,Le technicien avait l'air perdu. Trente minutes de tâtonnement pour finir par nous dire qu'il y a eu du vandalisme sur le réseau.,4.0,1,5,0.5092330688875885
49133149,99741260,167137.0,2025-10-14,2,5,Gironde,Nouvelle-Aquitaine,Equaline,TELEPHONIQUE,,"Le dossier n'avance pas  
Le conseiller me donne des informations différentes par rapport aux autres conseillers que j'ai pu avoir.",5.0,2,5,0.8904915827501516
49133058,61727659,167212.0,2025-10-14,1,0,,,Resolution Call,TELEPHONIQUE,24: Freebox Pop | 39.99€,"la conseillère Marie-Louise est pour rien et était très serviable, c'est Free qui a bien changé depuis les débuts avec du matériel bugé, des promesses de débit non tenues et un SAV intervention technicien bien peu réactif",0.0,1,2,0.49491671703689094
49104751,23959719,167219.0,2025-10-14,2,3,,,Resolution Call,TELEPHONIQUE,24: Freebox Pop | 39.99€,"J'étais ici en espérant recevoir une réduction suite à ma demande d'intégrer Netflix dans mon abonnement, très déçu de ma réponse, ça laisse à désirer.",3.0,2,1,0.5609633746341292
49133458,15661904,167243.0,2025-10-14,1,0,Corse-du-Sud,Corse,Total-Call,TELEPHONIQUE,105: Box 5G | 39.99€,"Aucune communication, des frais d'installation de 49,99 € ont été prélevés sans nous avertir, et maintenant que je veux résilier, on me dit qu’il y a 19 € de frais de résiliation — à aucun moment on ne m’en a informé lors de la souscription. Au téléphone, la conseillère était très désagréable, elle m’a carrément mis en muet. À fuir la box 5G.",0.0,1,6,0.6008022363469144
49135318,66346319,167243.0,2025-10-14,1,0,Corse-du-Sud,Corse,Total-Call,TELEPHONIQUE,24: Freebox Pop | 39.99€,"Un scandale. Un processus fait pour qu'on ne puisse parler qu'à des conseillers qui ne peuvent rien faire. Après plus de 3 mois et une trentaine d'appels, à chaque fois on me dit qu'on va me rappeler, rien. Pas un responsable ne daigne vous rappeler. Que des conseillers qui vous disent qu'on va me rappeler. Un scandale.",0.0,1,4,0.5423713846977628
49072964,58397964,167246.0,2025-10-14,3,0,,,Resolution Call,TELEPHONIQUE,11: Freebox Révolution avec TV by CANAL | 39.99€,"Je suis pas du tout satisfait, deux mois que j’ai pas d’Internet, quatre fois ils reviennent pour la même panne, pas capables de réparer. Apparemment, ils me disent que la box, ils l’ont déjà changée une fois. Sincèrement, j’en ai ras le bol, je vais partir de chez vous.",0.0,3,4,0.6220294980825468
49130113,31715520,167246.0,2025-10-14,3,5,,,Resolution Call,TELEPHONIQUE,10: Freebox mini 4K | 29.99€,J'ai une adresse mail bloquée par vos services depuis une semaine. Je n'ai plus accès à divers organismes qui demandent la confirmation via un code envoyé sur cette adresse. La personne que j'ai eu hier au téléphone m'a dit qu'elle me rappellerait ce matin pour me tenir informé de la démarche. Je n'ai toujours pas été contacté et l'adresse est toujours bloquée.,5.0,3,6,0.48790580249543164
49131382,66437372,167731.0,2025-10-14,1,0,Corse-du-Sud,Corse,Total-Call,TELEPHONIQUE,26: Freebox Delta avec Player TV Free 4K | 49.99€,Toujours aucun geste,0.0,1,1,0.5624999990165102
49069043,34507707,167771.0,2025-10-14,1,1,Gironde,Nouvelle-Aquitaine,Equaline,TELEPHONIQUE,11: Freebox Révolution avec TV by CANAL | 39.99€,"bonjour  
j'attends depuis 1 mois le raccordement à la fibre. L'intervention doit si je comprends bien émaner d'Orange ; votre conseiller m'annonce tout à fait sérieusement que l'intervention est prévue le 25 janvier 2050 !!!! J'ai de la patience et de la résilience mais là ce n'est clairement pas sérieux de votre part. J'espère sincèrement un traitement accéléré de ce dossier sans quoi je n'aurais d'autre choix que de vous quitter.  
lucie moreau",1.0,1,0,0.5912890144215402
49097259,17336785,167771.0,2025-10-14,3,2,Gironde,Nouvelle-Aquitaine,Equaline,TELEPHONIQUE,10: Freebox mini 4K | 29.99€,"Toujours pas de possibilité d'avoir ma ligne internet, ça fait 4 mois.",2.0,3,4,0.8247094703193697
49073460,53830477,167780.0,2025-10-14,1,5,Gironde,Nouvelle-Aquitaine,Equaline,TELEPHONIQUE,41: Freebox Ultra Essentiel avec Player TV Free 4K | 49.99€,"Technicien venu les mains dans les poches et n'a pu rien faire sans essayer de résoudre le problème, déçu de Free ; si ça continue, je change d'opérateur, ils ont intérêt à faire un geste commercial.",5.0,1,2,0.7511839608165313
49091124,25228742,167780.0,2025-10-14,1,0,Gironde,Nouvelle-Aquitaine,Equaline,TELEPHONIQUE,31: Freebox Ultra avec Player TV Free 4K | 59.99€,"Bonjour, demande de déménagement de box demandée le 01/10. Impossible d'échanger avec l'assistance via le chat ! Obligé d'appeler le service client pour s'entendre dire, 14 jours après, qu'il faut demander à la mairie de s'enregistrer sur un fichier (PAN, BAN, ...), merci de prendre ce dossier au sérieux !",0.0,1,5,0.4348336068760188
49131858,99571102,168093.0,2025-10-14,1,0,,,Resolution Call,TELEPHONIQUE,24: Freebox Pop | 39.99€,"Un conseiller qui coupe la parole en permanence, impossible de lui donner des explications, j'ai dû raccrocher.",0.0,1,6,0.5700532742781377
49133551,98437658,168095.0,2025-10-14,1,1,,,Resolution Call,TELEPHONIQUE,26: Freebox Delta avec Player TV Free 4K | 49.99€,"Je suis outré par le manque de respect et de considération de la part de vos télécommunicants. Sans parler du manque de professionnalisme lié à vos interventions.  
Débrancher un autre locataire est passible de sanction. J'espère que mes demandes ont bien été prises en compte.",1.0,1,5,0.8217133658210268
49131945,80082975,168095.0,2025-10-14,1,3,,,Resolution Call,TELEPHONIQUE,26: Freebox Delta avec Player TV Free 4K | 49.99€,"Suite à notre entretien téléphonique du 14 octobre, votre conseillère, Mme Jean Dubois, était incompétente sur ma demande concernant mon appel ; elle m’a basculé au service résiliation sans aucune explication.",3.0,1,6,0.5803408773235892
